property_type,neighbourhood,city,gps_lat,gps_lon,infra_zone,length_m,width_m,area_m2,num_bedrooms,num_bathrooms,floor_level,shared_wc,has_parking,has_generator,has_water_meter,fiber_internet,security_gate,standby_power_kva,road_frontage_m,shopfront_quality,loading_bay,near_school,near_market,near_hospital,near_highway,near_university,structural_quality,condition_score,build_year,flood_risk,noise_level,title_type,advance_months,estimated_rent
office,ekounou,yaounde,3.813499,11.547009,IV,17.0,9.0,153.0,0,2,2,0,1,1,1,0,0,10.0,7.0,1,0,1,1,0,0,1,3,5,2009,0,2,foncier,1,419500
studio,melen,yaounde,3.913589,11.538335,III,7.0,3.0,21.0,1,1,1,0,1,0,1,0,1,0.0,0.0,0,0,0,1,1,1,0,8,8,1987,0,5,occupation,3,135000
shop,olembe,yaounde,3.9481,11.497686,II,11.0,5.0,55.0,0,0,0,0,0,0,1,1,0,0.0,5.0,3,0,1,1,0,0,0,7,9,2000,1,9,occupation,3,293000
office,mvog_mbi,yaounde,3.858979,11.505812,IV,24.0,7.0,168.0,0,1,5,0,1,1,1,0,1,10.0,11.0,4,0,0,1,1,0,1,5,4,2018,0,6,occupation,2,493000
house,biyem_assi,yaounde,3.849674,11.485393,III,13.0,7.0,91.0,2,2,0,1,0,1,1,0,0,0.0,0.0,0,0,0,1,0,1,1,5,8,2011,1,2,foncier,3,215000
apartment,ekounou,yaounde,3.806182,11.546988,IV,13.0,8.0,104.0,4,2,1,0,1,1,0,0,0,0.0,0.0,0,0,1,0,1,0,0,10,6,2013,0,8,occupation,2,205500
studio,bonanjo,douala,4.049241,9.691666,III,7.0,4.0,28.0,1,1,0,0,1,0,1,0,0,0.0,0.0,0,0,0,1,1,0,0,4,7,1992,0,3,none,6,158500
shop,biyem_assi,yaounde,3.850597,11.490394,IV,9.0,7.0,63.0,0,0,1,0,1,1,1,0,1,0.0,7.0,5,0,1,1,1,1,0,9,3,2024,0,2,occupation,3,353000
apartment,odza,yaounde,3.925567,11.555399,IV,8.0,5.0,40.0,2,1,1,0,0,1,1,0,1,0.0,0.0,0,0,0,1,1,0,0,6,3,2006,0,2,occupation,1,99500
house,nyalla,douala,4.102389,9.761139,III,19.0,14.0,266.0,4,2,0,0,0,1,0,1,0,0.0,0.0,0,0,1,1,0,0,0,5,4,2015,1,4,foncier,3,311500
house,odza,yaounde,3.930388,11.559161,III,13.0,9.0,117.0,2,2,0,0,1,0,1,1,0,0.0,0.0,0,0,0,1,0,0,1,9,5,2004,1,5,occupation,3,171500
apartment,nkoldongo,yaounde,3.829536,11.482833,I,7.0,8.0,56.0,3,2,2,1,0,0,1,1,0,0.0,0.0,0,0,0,1,0,0,0,4,7,1981,0,4,occupation,3,164000
land,melen,yaounde,3.910311,11.542727,III,14.0,15.0,210.0,0,0,0,0,1,1,1,0,1,0.0,0.0,0,0,1,1,0,0,1,10,3,1982,0,10,occupation,1,55500
apartment,bonapriso,douala,4.035959,9.686044,II,14.0,4.0,56.0,2,2,3,0,0,0,1,0,0,0.0,0.0,0,0,0,1,1,0,0,10,5,1999,0,3,occupation,6,321500
warehouse,ekounou,yaounde,3.812319,11.554402,III,17.0,38.0,646.0,0,0,0,0,1,1,1,1,0,10.0,16.0,1,0,0,1,0,1,0,4,6,1987,0,8,foncier,6,505500
office,bonaberi,douala,4.053518,9.66271,III,24.0,9.0,216.0,0,1,2,0,1,1,1,0,0,0.0,12.0,3,0,0,1,1,1,0,10,10,2002,1,10,foncier,6,695500
house,ndogpassi,douala,4.085455,9.749486,III,15.0,13.0,195.0,4,1,0,0,1,1,1,0,1,0.0,0.0,0,0,1,1,1,0,0,3,9,2020,1,9,occupation,3,268500
store,essos,yaounde,3.875744,11.532719,III,12.0,11.0,132.0,0,0,0,0,1,1,1,0,0,0.0,7.0,5,0,0,0,0,1,0,4,7,2000,0,7,none,3,327500
house,yassa,douala,4.03331,9.784419,III,19.0,13.0,247.0,3,2,0,0,0,1,1,0,0,0.0,0.0,0,0,1,1,1,0,0,6,8,2012,0,4,occupation,3,293000
house,nkoldongo,yaounde,3.83146,11.485072,IV,18.0,12.0,216.0,3,3,0,1,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,9,5,1977,1,7,occupation,3,181000
studio,nlongkak,yaounde,3.865899,11.514787,IV,6.0,5.0,30.0,1,1,2,0,1,0,0,0,0,0.0,0.0,0,0,1,1,0,0,0,9,4,2016,1,7,occupation,2,99500
shop,yassa,douala,4.027097,9.781913,II,10.0,7.0,70.0,0,1,0,0,1,1,1,1,0,0.0,9.0,0,0,0,1,0,0,1,9,7,2011,0,10,occupation,3,407000
house,nyalla,douala,4.101207,9.759604,IV,11.0,12.0,132.0,2,3,0,0,1,1,0,1,1,0.0,0.0,0,0,1,0,0,1,1,10,5,1985,0,5,occupation,2,205500
studio,yassa,douala,4.02955,9.783954,II,4.0,3.0,12.0,1,1,1,0,1,0,0,1,1,0.0,0.0,0,0,1,0,0,0,0,8,3,2009,0,4,none,3,97500
office,nlongkak,yaounde,3.861506,11.505124,III,10.0,13.0,130.0,0,1,2,0,1,0,1,1,1,0.0,3.0,2,0,1,0,0,1,0,7,4,1980,0,2,occupation,3,499000
house,nkol_foulou,yaounde,3.81728,11.475173,III,17.0,12.0,204.0,3,2,0,0,0,0,0,0,0,0.0,0.0,0,0,1,1,0,0,0,10,5,1986,0,8,none,3,231500
house,nkol_foulou,yaounde,3.816382,11.480294,I,7.0,16.0,112.0,2,1,0,0,1,0,1,0,1,0.0,0.0,0,0,0,1,0,0,0,3,5,2008,0,8,none,3,193500
apartment,yassa,douala,4.03133,9.777159,II,14.0,4.0,56.0,3,1,1,1,0,0,0,1,1,0.0,0.0,0,0,1,0,0,0,1,6,8,2001,0,8,none,3,151000
apartment,yassa,douala,4.033941,9.779578,V,9.0,9.0,81.0,2,1,2,0,1,0,1,0,1,0.0,0.0,0,0,1,1,0,0,0,7,10,2021,0,3,none,6,154000
apartment,bonapriso,douala,4.033814,9.681816,IV,13.0,9.0,117.0,3,2,4,0,0,0,0,1,1,0.0,0.0,0,0,1,1,1,1,1,5,8,2015,0,4,none,1,337000
apartment,essos,yaounde,3.876084,11.526994,IV,9.0,10.0,90.0,3,2,4,0,1,1,0,1,1,0.0,0.0,0,0,0,1,0,1,0,5,10,1983,1,10,foncier,3,213000
apartment,yassa,douala,4.025401,9.778181,IV,13.0,7.0,91.0,2,1,5,1,1,1,1,1,0,0.0,0.0,0,0,1,0,0,0,0,8,10,2014,1,6,occupation,3,141000
house,bonaberi,douala,4.051276,9.662566,III,9.0,12.0,108.0,4,3,0,0,1,0,1,0,1,0.0,0.0,0,0,1,1,1,0,1,10,8,1991,0,3,foncier,1,301500
house,bastos,yaounde,3.875265,11.514044,III,16.0,9.0,144.0,3,2,0,1,0,1,1,1,0,0.0,0.0,0,0,0,0,1,0,0,7,3,2004,1,2,occupation,3,362000
house,biyem_assi,yaounde,3.849537,11.487262,IV,20.0,9.0,180.0,4,1,0,0,0,1,1,0,0,0.0,0.0,0,0,1,1,1,0,0,5,9,1981,0,6,occupation,3,254500
house,omnisport,yaounde,3.866859,11.522901,II,18.0,14.0,252.0,4,2,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,1,0,9,5,2021,0,3,none,3,459000
apartment,ngousso,yaounde,3.891397,11.535249,II,11.0,4.0,44.0,3,2,1,0,1,0,0,0,1,0.0,0.0,0,0,1,1,1,1,1,8,9,2007,1,3,occupation,3,248500
apartment,biyem_assi,yaounde,3.852595,11.492754,IV,6.0,11.0,66.0,4,2,2,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,1,0,10,4,2024,0,9,occupation,6,182000
apartment,logpom,douala,4.0755,9.715366,IV,8.0,5.0,40.0,2,2,1,0,0,1,1,1,0,0.0,0.0,0,0,0,1,0,0,0,9,7,2014,0,6,none,1,144000
land,ngousso,yaounde,3.896439,11.537884,III,41.0,27.0,1107.0,0,0,0,0,0,1,1,1,0,0.0,0.0,0,0,1,0,0,1,1,10,3,2018,0,4,occupation,3,198500
apartment,olembe,yaounde,3.94912,11.493528,III,11.0,4.0,44.0,2,1,1,1,0,1,0,1,1,0.0,0.0,0,0,1,1,0,0,0,7,7,1991,1,7,occupation,6,96500
land,bonaberi,douala,4.055109,9.663784,II,25.0,33.0,825.0,0,0,0,0,1,0,1,0,1,0.0,0.0,0,0,0,0,0,0,0,7,10,2006,0,1,occupation,6,171500
house,bonapriso,douala,4.037205,9.689528,I,12.0,15.0,180.0,4,2,0,1,0,1,1,0,1,0.0,0.0,0,0,0,1,1,1,0,6,4,1996,0,7,occupation,3,539500
office,essos,yaounde,3.877722,11.529694,III,24.0,8.0,192.0,0,2,4,0,0,1,1,1,0,0.0,14.0,1,0,1,1,0,1,1,3,10,2017,0,10,occupation,6,644000
shop,bastos,yaounde,3.880864,11.51131,III,8.0,5.0,40.0,0,0,0,0,1,0,1,1,1,0.0,18.0,1,0,0,0,0,1,0,9,9,2009,0,3,foncier,3,661000
shop,nyalla,douala,4.097504,9.755148,V,4.0,3.0,12.0,0,0,0,0,1,0,1,1,1,0.0,4.0,5,0,0,1,0,0,0,3,5,1982,0,10,occupation,3,114500
apartment,ekounou,yaounde,3.80896,11.551423,IV,9.0,11.0,99.0,3,1,1,0,1,1,1,0,1,0.0,0.0,0,0,1,1,1,0,0,10,10,2005,0,9,foncier,3,234500
apartment,deido,douala,4.059883,9.713098,IV,13.0,8.0,104.0,4,1,5,0,1,1,0,0,1,0.0,0.0,0,0,0,1,0,1,0,9,7,1983,0,9,occupation,3,260500
house,makepe,douala,4.077544,9.737539,I,6.0,10.0,60.0,5,2,0,0,1,1,0,1,1,0.0,0.0,0,0,0,0,0,0,0,9,9,2018,0,3,occupation,6,343000
house,deido,douala,4.061275,9.71444,III,18.0,16.0,288.0,6,2,0,0,0,1,0,0,0,0.0,0.0,0,0,1,1,0,0,0,5,7,1992,0,3,occupation,3,459000
office,ngousso,yaounde,3.898703,11.539476,IV,6.0,9.0,54.0,0,1,3,0,1,0,1,0,0,0.0,4.0,1,0,1,1,0,0,1,6,6,2002,0,8,occupation,6,187500
house,nkol_foulou,yaounde,3.817056,11.484174,III,16.0,17.0,272.0,3,2,0,0,1,1,1,0,0,0.0,0.0,0,0,0,1,0,0,0,7,9,1975,0,9,occupation,1,338500
house,mvog_mbi,yaounde,3.858141,11.502912,III,12.0,15.0,180.0,4,1,0,0,0,1,1,0,0,0.0,0.0,0,0,1,1,1,1,0,7,5,1986,0,9,occupation,6,286500
office,deido,douala,4.055637,9.708384,III,18.0,16.0,288.0,0,2,2,0,1,0,1,0,1,20.0,15.0,4,0,0,1,0,0,0,7,6,2012,0,7,occupation,3,1026000
land,ngousso,yaounde,3.894237,11.534819,II,37.0,40.0,1480.0,0,0,0,0,1,0,1,1,1,0.0,0.0,0,0,1,1,0,1,0,8,9,2001,0,3,none,2,314000
house,nlongkak,yaounde,3.867407,11.514213,III,12.0,6.0,72.0,3,1,0,0,1,0,1,1,1,0.0,0.0,0,0,1,1,0,0,0,8,7,2010,0,1,none,3,255000
store,ekounou,yaounde,3.812512,11.546095,IV,10.0,14.0,140.0,0,0,0,0,1,0,1,0,0,0.0,7.0,3,0,1,1,1,1,0,5,6,1997,0,1,foncier,3,226000
apartment,ngousso,yaounde,3.892254,11.535628,III,12.0,11.0,132.0,4,1,2,0,1,1,1,0,1,0.0,0.0,0,0,1,1,0,1,0,6,9,1979,0,5,occupation,1,341500
studio,omnisport,yaounde,3.871738,11.516874,I,7.0,3.0,21.0,1,1,1,0,0,0,1,0,1,0.0,0.0,0,0,1,0,0,0,0,4,7,2023,0,1,occupation,2,178500
apartment,cite_sic,douala,4.062076,9.723498,V,12.0,11.0,132.0,4,1,2,1,1,1,1,1,1,0.0,0.0,0,0,0,1,0,0,0,10,4,2008,0,4,occupation,6,157000
house,akwa,douala,4.043292,9.702898,IV,14.0,13.0,182.0,2,2,0,0,1,0,0,0,0,0.0,0.0,0,0,1,1,0,1,0,6,9,2012,0,5,occupation,6,266500
apartment,bonapriso,douala,4.034155,9.68385,II,10.0,11.0,110.0,4,2,2,1,1,1,0,0,1,0.0,0.0,0,0,1,1,0,1,1,5,9,2002,1,6,occupation,6,438000
house,olembe,yaounde,3.949287,11.494606,V,7.0,10.0,70.0,3,1,0,0,0,0,1,0,1,0.0,0.0,0,0,0,1,0,0,0,10,5,1990,0,3,occupation,1,109000
house,ekounou,yaounde,3.809497,11.550526,III,9.0,11.0,99.0,3,1,0,0,0,0,1,1,0,0.0,0.0,0,0,1,0,0,0,1,9,4,1986,0,4,occupation,3,197000
land,ekounou,yaounde,3.81035,11.545518,IV,12.0,24.0,288.0,0,0,0,0,1,0,1,0,1,0.0,0.0,0,0,0,0,0,0,0,6,5,2009,0,4,occupation,3,36500
office,bastos,yaounde,3.882442,11.515798,III,26.0,5.0,130.0,0,2,1,0,1,1,1,0,0,0.0,16.0,2,0,0,1,0,0,0,6,8,1997,0,4,occupation,3,801500
studio,ngousso,yaounde,3.893941,11.530969,I,8.0,5.0,40.0,1,1,2,0,1,1,0,0,0,0.0,0.0,0,0,0,1,0,1,0,4,7,2014,0,7,none,1,155000
shop,nlongkak,yaounde,3.862622,11.506189,II,11.0,6.0,66.0,0,1,0,0,1,1,1,0,0,0.0,3.0,5,0,1,0,0,0,0,9,3,2007,0,7,occupation,6,476000
apartment,cite_sic,douala,4.062043,9.727459,IV,12.0,8.0,96.0,2,2,4,0,0,1,0,1,1,0.0,0.0,0,0,0,1,0,0,0,5,8,2016,0,2,foncier,6,202500
apartment,olembe,yaounde,3.95486,11.497709,IV,13.0,10.0,130.0,3,2,2,0,0,1,1,0,1,0.0,0.0,0,0,1,0,0,0,0,6,5,1977,0,10,none,6,186500
house,ndogpassi,douala,4.093496,9.749576,III,12.0,9.0,108.0,3,2,0,0,0,0,1,1,1,0.0,0.0,0,0,1,0,0,0,0,10,7,1994,0,10,none,6,210500
apartment,nlongkak,yaounde,3.866494,11.512601,IV,11.0,11.0,121.0,2,1,1,0,0,0,1,0,1,0.0,0.0,0,0,0,0,1,1,0,4,3,1993,0,1,occupation,6,164500
land,essos,yaounde,3.878215,11.52915,II,45.0,29.0,1305.0,0,0,0,0,1,1,1,0,0,0.0,0.0,0,0,1,0,0,0,1,4,7,2004,0,8,none,3,202000
office,olembe,yaounde,3.949351,11.492243,V,15.0,14.0,210.0,0,2,3,0,1,0,1,0,0,0.0,14.0,0,0,0,1,0,0,0,5,3,1993,0,8,occupation,1,410500
office,logpom,douala,4.081472,9.724199,I,19.0,14.0,266.0,0,2,3,0,1,0,1,0,1,0.0,11.0,4,0,0,1,0,1,0,8,9,1992,0,9,occupation,3,1060500
house,logpom,douala,4.077356,9.719589,IV,10.0,13.0,130.0,2,2,0,0,0,1,1,1,0,0.0,0.0,0,0,1,1,0,0,1,9,4,1990,1,3,occupation,6,135500
house,yassa,douala,4.025391,9.777356,II,21.0,10.0,210.0,3,3,0,0,1,1,1,1,0,0.0,0.0,0,0,1,1,1,1,1,9,10,1994,0,5,occupation,6,394500
shop,bastos,yaounde,3.882413,11.51015,V,12.0,4.0,48.0,0,0,0,0,1,0,1,1,1,0.0,9.0,4,0,1,1,0,0,0,5,9,1978,0,3,occupation,3,398500
shop,bonaberi,douala,4.057588,9.660249,II,3.0,9.0,27.0,0,1,1,0,0,1,1,0,1,0.0,16.0,2,0,0,0,0,0,0,9,7,1978,0,5,none,3,260000
office,melen,yaounde,3.907514,11.539707,V,8.0,9.0,72.0,0,2,1,0,0,0,1,1,1,50.0,9.0,1,0,1,0,0,0,0,7,3,2017,0,10,occupation,3,261500
apartment,biyem_assi,yaounde,3.845393,11.490851,III,8.0,11.0,88.0,2,2,1,0,1,0,1,1,1,0.0,0.0,0,0,0,1,1,0,1,5,7,2016,0,6,occupation,1,222500
shop,melen,yaounde,3.914608,11.535708,II,3.0,6.0,18.0,0,0,0,0,0,1,1,0,1,0.0,5.0,5,0,1,1,0,1,1,7,4,2021,0,6,none,6,206500
house,mvog_mbi,yaounde,3.854904,11.50454,III,20.0,5.0,100.0,4,2,0,0,0,1,1,1,0,0.0,0.0,0,0,0,1,0,1,0,3,8,1996,1,10,foncier,3,214000
house,logpom,douala,4.079378,9.721202,III,6.0,16.0,96.0,3,1,0,0,1,0,1,1,0,0.0,0.0,0,0,1,1,1,1,1,7,3,1994,0,2,foncier,2,225000
land,cite_sic,douala,4.060085,9.726757,III,19.0,13.0,247.0,0,0,0,0,0,0,1,0,1,0.0,0.0,0,0,0,1,0,1,0,3,3,1979,0,9,occupation,3,28500
warehouse,deido,douala,4.056379,9.708595,III,25.0,10.0,250.0,0,0,0,0,1,0,1,0,1,10.0,7.0,2,0,1,0,1,0,1,4,10,1989,0,5,none,3,293500
office,ngousso,yaounde,3.8925,11.532599,V,26.0,12.0,312.0,0,1,1,0,0,0,1,0,1,30.0,12.0,1,0,1,0,0,1,0,3,3,2011,0,2,none,1,664000
warehouse,bonapriso,douala,4.030597,9.682376,III,19.0,28.0,532.0,0,0,0,0,1,0,1,0,1,0.0,4.0,1,1,1,1,1,1,0,9,7,1978,0,7,occupation,1,551500
studio,mvog_mbi,yaounde,3.855553,11.502262,III,6.0,4.0,24.0,1,1,2,0,1,1,1,1,0,0.0,0.0,0,0,1,1,1,0,0,7,10,2019,0,5,occupation,6,164500
shop,mvog_mbi,yaounde,3.851383,11.506809,III,12.0,4.0,48.0,0,0,1,0,0,0,1,0,1,0.0,14.0,5,0,0,0,0,0,1,8,9,1993,0,6,foncier,6,363500
house,odza,yaounde,3.934853,11.563444,IV,13.0,11.0,143.0,4,1,0,0,0,0,1,0,0,0.0,0.0,0,0,0,1,0,1,0,4,3,2004,0,1,occupation,3,152500
apartment,melen,yaounde,3.907064,11.54032,III,5.0,6.0,30.0,4,1,5,0,1,0,1,0,0,0.0,0.0,0,0,0,1,1,1,0,9,4,2019,1,5,occupation,6,157000
studio,makepe,douala,4.072053,9.731574,II,8.0,3.0,24.0,1,1,2,0,0,0,0,0,1,0.0,0.0,0,0,1,0,0,1,0,8,6,2010,0,1,foncier,6,177500
house,bonaberi,douala,4.054014,9.657542,V,21.0,6.0,126.0,3,1,0,0,1,1,1,0,1,0.0,0.0,0,0,0,1,0,1,1,6,8,2009,0,9,occupation,1,159000
studio,bastos,yaounde,3.87621,11.507901,IV,7.0,5.0,35.0,1,1,2,0,0,0,0,1,0,0.0,0.0,0,0,1,1,0,0,1,5,3,1991,1,10,occupation,3,160000
house,bonanjo,douala,4.045795,9.695656,IV,14.0,17.0,238.0,4,2,0,0,1,0,0,1,0,0.0,0.0,0,0,0,1,0,1,0,8,7,2005,1,9,foncier,2,379000
house,bonaberi,douala,4.055346,9.6646,III,20.0,13.0,260.0,4,3,0,0,0,0,0,0,0,0.0,0.0,0,0,1,1,0,1,1,6,3,1990,0,2,none,1,317000
house,melen,yaounde,3.911684,11.538322,II,13.0,6.0,78.0,3,2,0,0,1,1,1,1,1,0.0,0.0,0,0,0,0,1,1,0,7,9,2004,0,8,none,2,235000
apartment,deido,douala,4.056808,9.706852,III,8.0,7.0,56.0,2,1,1,0,1,0,1,1,0,0.0,0.0,0,0,0,1,0,1,0,10,5,2023,0,1,none,1,219000
house,ekounou,yaounde,3.811509,11.550473,III,14.0,7.0,98.0,3,1,0,0,1,1,1,0,1,0.0,0.0,0,0,0,0,1,0,1,5,4,1975,0,4,foncier,3,174000
apartment,akwa,douala,4.048911,9.699556,III,7.0,10.0,70.0,2,2,3,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,9,5,2014,0,8,none,1,205000
shop,deido,douala,4.060994,9.707822,I,9.0,5.0,45.0,0,0,0,0,1,0,1,0,0,0.0,4.0,2,0,1,1,0,1,0,6,7,1994,1,7,none,3,373500
house,logpom,douala,4.080838,9.720224,IV,17.0,10.0,170.0,6,1,0,1,1,1,1,1,0,0.0,0.0,0,0,0,0,0,1,0,5,3,2005,0,2,foncier,6,238000
apartment,biyem_assi,yaounde,3.851046,11.490095,V,7.0,10.0,70.0,4,1,1,0,0,0,1,1,0,0.0,0.0,0,0,1,1,0,1,1,6,5,2023,0,6,foncier,3,175500
apartment,bonapriso,douala,4.034961,9.681104,IV,8.0,11.0,88.0,3,1,2,0,1,1,1,0,1,0.0,0.0,0,0,1,1,0,0,0,5,4,2009,0,9,occupation,6,297500
house,logpom,douala,4.080612,9.716061,II,19.0,17.0,323.0,4,1,0,0,0,0,1,0,0,0.0,0.0,0,0,0,1,0,0,0,4,4,1999,0,2,occupation,6,388000
studio,odza,yaounde,3.927363,11.564341,III,6.0,3.0,18.0,1,1,2,0,1,0,0,1,0,0.0,0.0,0,0,1,1,1,1,0,8,9,2015,0,2,none,3,112500
office,bastos,yaounde,3.883283,11.508448,III,21.0,19.0,399.0,0,1,2,0,1,1,1,0,0,0.0,12.0,2,0,0,1,0,1,1,5,4,1991,1,9,occupation,2,1411000
house,bonaberi,douala,4.052624,9.66443,II,18.0,16.0,288.0,4,1,0,0,0,1,1,0,1,0.0,0.0,0,0,0,1,0,1,0,5,4,1976,1,1,foncier,6,370000
land,nkol_foulou,yaounde,3.824787,11.475619,V,26.0,24.0,624.0,0,0,0,0,0,1,1,0,0,0.0,0.0,0,0,1,0,0,0,0,4,5,2020,0,1,occupation,6,71500
land,odza,yaounde,3.927023,11.555063,IV,44.0,7.0,308.0,0,0,0,0,1,0,1,0,1,0.0,0.0,0,0,0,1,0,1,1,7,7,2002,0,8,occupation,3,51000
house,omnisport,yaounde,3.86731,11.523761,IV,18.0,12.0,216.0,4,1,0,1,0,1,1,0,0,0.0,0.0,0,0,1,1,1,1,0,4,5,1992,0,7,occupation,1,307500
house,logpom,douala,4.082866,9.715895,IV,19.0,6.0,114.0,3,3,0,0,0,1,1,0,0,0.0,0.0,0,0,0,0,0,1,0,3,5,2019,0,3,occupation,6,163000
house,mvog_mbi,yaounde,3.857523,11.509818,IV,18.0,17.0,306.0,3,2,0,0,0,0,1,0,0,0.0,0.0,0,0,1,1,0,0,1,10,9,1986,0,3,occupation,6,330500
apartment,logpom,douala,4.076558,9.724531,IV,5.0,4.0,20.0,2,1,2,0,1,0,0,0,0,0.0,0.0,0,0,1,1,0,1,0,7,9,1989,1,4,foncier,1,95000
store,bonanjo,douala,4.047683,9.692348,III,18.0,19.0,342.0,0,0,0,0,1,1,1,0,0,0.0,5.0,2,0,1,0,0,1,0,10,3,2014,0,8,occupation,2,835500
apartment,deido,douala,4.0554,9.708788,III,8.0,7.0,56.0,2,2,1,0,1,1,1,0,0,0.0,0.0,0,0,0,0,0,0,0,7,7,2000,0,7,occupation,3,199000
land,biyem_assi,yaounde,3.853473,11.485551,II,56.0,6.0,336.0,0,0,0,0,1,1,1,0,0,0.0,0.0,0,0,1,1,0,0,0,5,7,2002,0,2,foncier,6,123000
shop,melen,yaounde,3.909689,11.544752,III,11.0,5.0,55.0,0,0,0,0,1,1,1,0,0,0.0,13.0,3,0,1,1,1,1,1,6,8,1987,0,2,none,3,345000
apartment,biyem_assi,yaounde,3.851465,11.493902,II,7.0,7.0,49.0,3,1,1,0,1,1,1,1,0,0.0,0.0,0,0,1,1,0,0,0,5,4,1979,0,4,none,2,204000
land,nkol_foulou,yaounde,3.819102,11.480224,IV,38.0,47.0,1786.0,0,0,0,0,1,0,1,0,1,0.0,0.0,0,0,1,0,0,1,0,10,3,2017,0,5,foncier,3,280000
house,essos,yaounde,3.882931,11.52622,III,20.0,12.0,240.0,5,2,0,0,1,1,0,0,1,0.0,0.0,0,0,1,0,0,1,0,8,3,2005,0,4,foncier,6,380000
store,yassa,douala,4.031415,9.783401,IV,16.0,13.0,208.0,0,0,0,0,0,1,1,1,1,0.0,5.0,0,0,0,0,1,0,0,3,3,2011,0,5,occupation,3,310000
apartment,nyalla,douala,4.097191,9.758566,IV,11.0,5.0,55.0,2,1,2,0,0,1,1,0,0,0.0,0.0,0,0,0,1,0,1,0,8,3,1981,0,7,foncier,3,113500
shop,nkoldongo,yaounde,3.831369,11.483856,IV,4.0,4.0,16.0,0,1,0,0,1,0,1,0,1,0.0,17.0,5,0,1,1,0,0,0,10,8,1984,0,7,none,6,237500
apartment,bonaberi,douala,4.050685,9.664065,III,6.0,9.0,54.0,2,2,1,0,0,0,1,1,1,0.0,0.0,0,0,1,1,1,1,1,4,3,2016,0,7,occupation,2,129000
studio,nlongkak,yaounde,3.867072,11.511654,I,8.0,5.0,40.0,1,1,0,0,0,1,1,1,0,0.0,0.0,0,0,1,1,0,1,0,9,7,2003,0,8,occupation,6,220000
house,yassa,douala,4.028585,9.778169,IV,11.0,5.0,55.0,4,3,0,0,0,1,1,1,1,0.0,0.0,0,0,0,0,0,0,0,5,10,2000,1,1,occupation,6,152000
house,bonaberi,douala,4.054815,9.662092,IV,18.0,7.0,126.0,5,2,0,0,1,1,1,1,0,0.0,0.0,0,0,0,1,1,1,0,9,6,1987,0,1,none,3,236500
apartment,omnisport,yaounde,3.871133,11.51729,III,9.0,11.0,99.0,3,1,3,0,0,0,1,0,1,0.0,0.0,0,0,0,0,1,1,0,10,8,1978,1,10,none,2,261500
house,omnisport,yaounde,3.867548,11.520387,II,7.0,8.0,56.0,4,3,0,0,1,1,0,1,1,0.0,0.0,0,0,0,1,0,0,0,10,5,1993,0,5,none,3,363500
land,bonanjo,douala,4.045143,9.699958,III,14.0,27.0,378.0,0,0,0,0,1,0,1,0,1,0.0,0.0,0,0,1,1,0,1,0,8,4,1995,0,9,occupation,1,103500
house,yassa,douala,4.027556,9.779257,II,7.0,12.0,84.0,3,2,0,0,1,1,1,0,0,0.0,0.0,0,0,0,1,0,0,0,9,9,1980,0,6,occupation,3,211500
land,bonanjo,douala,4.045241,9.698408,III,9.0,45.0,405.0,0,0,0,0,1,0,1,0,1,0.0,0.0,0,0,0,1,0,1,0,9,7,2011,0,2,none,6,164500
apartment,nkol_foulou,yaounde,3.821385,11.48379,IV,6.0,8.0,48.0,2,1,2,0,0,0,1,0,0,0.0,0.0,0,0,1,1,0,1,1,9,9,2009,1,9,foncier,2,118500
house,essos,yaounde,3.880984,11.533041,III,17.0,17.0,289.0,4,2,0,1,0,1,1,1,0,0.0,0.0,0,0,0,0,0,0,1,10,3,2023,0,1,occupation,6,375000
shop,nyalla,douala,4.095404,9.7577,III,5.0,8.0,40.0,0,0,1,0,1,0,1,1,1,0.0,18.0,1,0,1,1,0,0,1,7,7,1982,0,1,occupation,3,323000
shop,cite_sic,douala,4.063774,9.728458,IV,5.0,8.0,40.0,0,0,0,0,1,1,1,0,1,0.0,13.0,4,0,1,0,1,1,0,5,3,2013,0,8,occupation,3,261500
house,biyem_assi,yaounde,3.852058,11.485893,II,9.0,6.0,54.0,5,1,0,0,0,1,0,1,0,0.0,0.0,0,0,0,1,1,1,0,8,6,2022,0,2,foncier,1,309000
house,nyalla,douala,4.101116,9.757854,III,8.0,7.0,56.0,3,2,0,0,1,0,0,0,1,0.0,0.0,0,0,1,1,1,1,1,10,5,2006,0,4,foncier,3,197500
apartment,makepe,douala,4.073631,9.730031,V,8.0,7.0,56.0,3,1,2,0,1,0,1,0,1,0.0,0.0,0,0,0,1,0,0,1,8,3,2011,0,2,foncier,6,134000
house,odza,yaounde,3.926551,11.564306,III,12.0,6.0,72.0,2,3,0,0,1,0,1,0,0,0.0,0.0,0,0,1,0,0,1,1,5,5,1998,0,2,none,1,134500
apartment,essos,yaounde,3.878598,11.534183,IV,14.0,11.0,154.0,3,1,3,0,1,0,1,1,0,0.0,0.0,0,0,1,0,0,0,0,3,6,1986,0,8,occupation,6,206000
house,makepe,douala,4.079085,9.732203,III,20.0,8.0,160.0,5,2,0,1,0,1,1,0,0,0.0,0.0,0,0,0,1,0,1,0,6,6,2006,0,10,occupation,6,240500
